http://dbpedia.org/resource/Emperor_Taishō	Emperor Yoshihito	Yoshihito Taisho	Taisho	Taisho Emperor	Taishō	Taisho of Japan	Emperor Taisho of Japan	Taishō of Japan	Taishō-tennō	Taisho emperor	Taishō Tenno	Emperor Taishō	Taishō Tennō	Taisho-tenno	Emperor Taishou	Emperor Taisho	Taishō Emperor	Yoshihito of Japan	Taisho Tenno	Taisho Tennō
http://dbpedia.org/resource/Japan	JP	JapaN	The State of Japan	JPN	Modern–era Japan	Japoa	Rìběn	Nihon-koku	Japang	Ja-pan	State of Japan	JAPAN	Etymology of Japan	Riben	Japan	Republic of Japan	Japao	Nippon	JapianNihon	Jpan	Nippon-koku	JA	ISO 3166-1:JP	Japanese financial sector
http://dbpedia.org/resource/Barack_Obama	Barack H Obama	President Barack	Barack Hussein Obama Junior	Baraq Hussein Obama	Barack H Obama Jr.	Burack obama	Borrack Obama	Barack Obamba	Barack Obama Jr.	Barack Hussein Obama, Jr	Barack H Obama, Junior	Barack Obama II	2008 Democratic Presidential Nominee	Obahma	Barack Obama, Junior	Brack Obama	Barack hussein Obama	B. H. Obama	Barrak Obama	B. Hussein Obama	Barak h. obama	Barack Ubama	Senator Obama	Rock Obama	Bama	Obama 44	Obama Barack	Barock obama	Barack H Obama Jr	Barack Hussein Obama II	Barack H Obama, Jr	Barack Obama jr	Barak hussein obama	Sen. Barack Obama	Obama II	US President Barack Obama	Barack Obama, Jr	Barack Hussein Obama Jr.	Barack H Obama Junior	BarackObama	Barack Obama, Jr.	Obamma	Barack obama	Barack H. Obama, Junior	Obama Hussein Barack	Barack Hussein Obama	Barack H. Obama Junior	Barok Oboma	Barak Obamba	Barakeh Obama	B. Obama	Barack OBama	Senator Barack Obama	Obama	Barack Hussein Obama, Junior	Baruch Obama	Barack Hussein Obama Jr	Barrack obama	BHOII	Barack H. Obama, Jr	Barack II	Barrack Hussain Obama	Barack Obama	Barrack Hussein Obama	Barackobama	Barack Hussein obama	Barak h obama	BH Obama	Borack Obama	Barrack Obama	0bama	Barack Obama Junior	Presidant barack obamaBarack Obam	Barac Obama	Barack H. Obama	Barack	OBAMA	President Barack H. Obama	Barack H. Obama II	Barack Obana	Obama barack	Sen. Obama	Barack O'Bama	Obama, Barack Hussein	Barck Obama	Barack Obama's	Berrak Obama	Barak Obama	Barack Obbama	Baraq Obama	Barack Obama.	Barakc Obama	Bacak Obama	President Barack Obama	Barry Obama	Berrack Obama	President Barack Hussein ObamaBerak Obama	Barack H. Obama Jr.	Barack H. Obama Jr	Barack H. Obama, Jr.	President obama	Barak obama	Barry Hussein Obama	President Barack Hussain Obama44th president of the united states of america	Barack Obama Jr	President barack obamaObama, Barrack	Barack Hussein	Domestic policy of Barack Obama	Barach Obama	Brock Obama	BARACK OBAMA	Barack H Obama, Jr.	President Barack Hussein Obama II	President Obama	Berack Obama	Sen Obama	O'bama	Bobama	United States President Barack Obama	Hussein Obama	OBAMA!	Obama's Birthday	Barac obama	Pres. Obama	Baraka Obama	Brack obama	O'Bama	44th President of the United States	Barack Hussein Obama, Jr.	Barack obma	Obama, Barack	Professor Obama
http://dbpedia.org/resource/Angela_Merkel	Angela Merkel	Chancellor Merkel	Dorothea	Angela Merkell	Merckel	Angie Merkel	Ulrich Merkel	Angela Kasner	Dr. Angela Dorothea Merkel	Dorothea Kasner	Merkel	Angela Dorothea Merkel	Angela Merkl	Angela Dorothea Kasner	Angela Teflon Merkel
http://dbpedia.org/resource/Berlin	CityBerlin	Cuisine of Berlin	Berlin	City of Berlin	Berlin.de	Silicon Allee	Spreeathen	BER	Federal State of Berlin	Berlin-Zentrum	DEBER	Berlib	Athens on the Spree	Berlin, Germany	Capital of East Germany	Historical sites in berlin	Land Berlin	LOCODE:DEBER
http://dbpedia.org/resource/Angelina_Jolie	Pax Jolie-Pitt	Angie Jolie	Zahara Jolie-PitAnjalena jolie	Knox Pitt	Angelina Jolie	Jolie	Angelina	Vivienne Pitt	Anjelina Jolie	Vivienne Jolie-Pitt	Angalena jolie	Voight	Angelina Jolie Voight	Maddox Jolie PitShiloh Nouvel Jolie	Angelina Jolie Pitt	Angelina Pitt	Angeline Jolie	Maddox Chivan Jolie-Pitt	Zahara Jolie	Zahara Marley Jolie Pitt	Knox Léon Jolie-Pitt	Knox Jolie-Pitt	Pax Thien Jolie	Pax Pitt	Zahara Marley Jolie-Pitt	Pax Thien Jolie-Pitt	Angelina jolie	Maddox Chivan Thornton Jolie	Angolina Jolie	A Place in Time	Zahara Pitt	Pax JoliShiloh Pitt	Maddox Jolie-Pitt	Angelina Jolie cancer treatment	Maddox Pitt	Angelina Joli	Shiloh Jolie-Pitt	Maddox Jolie	Shiloh Nouvel	Anjelena jolie	Angelena jolie	Shiloh Nouvel Jolie-Pitt	Maddox Chivan	Knox Leon Jolie-Pitt
http://dbpedia.org/resource/Brad_Pitt	William Bradley Pitt	Brad Pitt	Brad Pit	Brad pitt	Bradley Pitt	Brad	Pitt	Pitt, William Bradley
http://dbpedia.org/resource/Jon_Voight	Jon voight	Jon	Jon Voigt	Jonathan Vincent Voight	Jonathan Voight	Jon Voight	Voight
